,id_employee,age,genre,revenu_mensuel,statut_marital,departement,poste,nombre_experiences_precedentes,nombre_heures_travailless,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,niveau_hierarchique_poste,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,nombre_employee_sous_responsabilite,distance_domicile_travail,niveau_education,domaine_etude,ayant_enfants,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
856,1198,20,M,3033,Célibataire,Consulting,Consultant,1,80,2,2,2,1,2,1,3,1,2,3,Non,12 %,Non,0,2,1,3,3,Infra & Cloud,Y,Occasionnel,1,2
857,1200,44,M,2936,Célibataire,Consulting,Assistant de Direction,1,80,6,6,4,3,3,1,3,3,3,3,Oui,11 %,Oui,0,4,1,10,4,Infra & Cloud,Y,Occasionnel,0,2
858,1201,53,F,18606,Divorcé(e),Consulting,Senior Manager,3,80,26,7,7,4,3,5,3,2,3,3,Non,18 %,Non,1,6,1,7,2,Transformation Digitale,Y,Occasionnel,4,7
859,1202,29,F,2168,Marié(e),Consulting,Assistant de Direction,0,80,6,5,4,2,1,1,4,1,2,3,Oui,18 %,Non,1,2,1,15,1,Infra & Cloud,Y,Occasionnel,1,3
860,1203,22,M,2853,Marié(e),Consulting,Assistant de Direction,0,80,1,0,0,3,2,1,4,2,3,3,Oui,11 %,Oui,1,5,1,3,4,Infra & Cloud,Y,Frequent,0,0
861,1204,46,F,17048,Marié(e),Commercial,Senior Manager,8,80,28,26,15,3,3,4,1,1,3,4,Non,23 %,Non,0,2,1,2,3,Marketing,Y,Occasionnel,15,9
862,1206,44,M,2290,Célibataire,Consulting,Assistant de Direction,2,80,6,0,0,4,1,1,3,4,3,3,Non,13 %,Non,0,3,1,17,3,Infra & Cloud,Y,Aucun,0,0
863,1207,33,M,3600,Marié(e),Ressources Humaines,Ressources Humaines,1,80,5,5,4,2,3,1,3,4,3,3,Non,13 %,Non,1,2,1,2,3,Ressources Humaines,Y,Occasionnel,1,4
864,1210,41,M,2107,Divorcé(e),Consulting,Assistant de Direction,6,80,5,1,0,1,2,1,1,1,1,3,Non,17 %,Oui,1,2,1,5,2,Infra & Cloud,Y,Aucun,0,0
865,1211,30,M,4115,Divorcé(e),Commercial,Cadre Commercial,8,80,8,4,3,3,3,2,1,3,3,3,Non,19 %,Non,3,3,1,29,4,Infra & Cloud,Y,Occasionnel,0,3
866,1212,40,M,4327,Marié(e),Commercial,Cadre Commercial,5,80,5,0,0,2,3,2,2,4,3,3,Non,12 %,Non,3,2,1,2,4,Transformation Digitale,Y,Frequent,0,0
867,1215,50,F,17856,Marié(e),Consulting,Senior Manager,2,80,32,2,2,4,3,4,1,3,3,4,Non,22 %,Non,1,3,1,2,3,Transformation Digitale,Y,Frequent,2,2
868,1216,28,M,3196,Marié(e),Consulting,Consultant,1,80,6,6,5,4,2,1,1,3,3,3,Non,12 %,Non,3,2,1,19,4,Transformation Digitale,Y,Occasionnel,3,3
869,1217,46,M,19081,Marié(e),Consulting,Directeur Technique,5,80,25,4,2,4,3,5,2,1,3,3,Non,11 %,Non,1,2,1,15,2,Infra & Cloud,Y,Occasionnel,0,3
870,1218,35,M,8966,Marié(e),Commercial,Cadre Commercial,3,80,15,7,7,3,3,2,1,4,3,3,Oui,15 %,Non,3,2,1,17,4,Infra & Cloud,Y,Occasionnel,1,7
871,1219,24,F,2210,Marié(e),Consulting,Consultant,1,80,1,1,0,4,3,1,2,1,1,3,Non,13 %,Oui,1,3,1,17,2,Infra & Cloud,Y,Occasionnel,0,0
872,1220,33,F,4539,Marié(e),Commercial,Cadre Commercial,1,80,10,10,7,2,3,2,3,1,2,3,Non,12 %,Non,1,3,1,25,3,Transformation Digitale,Y,Frequent,0,1
873,1221,36,M,2741,Divorcé(e),Consulting,Consultant,1,80,7,7,7,3,1,1,3,3,3,3,Non,14 %,Non,1,4,1,6,4,Infra & Cloud,Y,Occasionnel,1,7
874,1224,30,M,3491,Divorcé(e),Consulting,Consultant,1,80,10,10,7,3,3,2,3,1,2,3,Non,13 %,Non,3,4,1,7,4,Infra & Cloud,Y,Occasionnel,8,9
875,1225,44,M,4541,Célibataire,Consulting,Assistant de Direction,1,80,20,20,11,4,3,2,4,2,3,4,Non,25 %,Non,0,3,1,29,4,Autre,Y,Occasionnel,13,17
876,1226,20,M,2678,Célibataire,Commercial,Représentant Commercial,1,80,2,2,1,3,4,1,4,4,3,3,Non,17 %,Non,0,2,1,21,3,Marketing,Y,Occasionnel,2,2
877,1228,46,M,7379,Divorcé(e),Consulting,Tech Lead,2,80,12,6,3,4,3,2,4,3,2,3,Non,11 %,Non,1,3,1,2,4,Entrepreunariat,Y,Occasionnel,1,4
878,1231,42,M,6272,Marié(e),Ressources Humaines,Ressources Humaines,7,80,10,4,3,4,4,2,1,1,4,3,Non,16 %,Non,1,3,1,2,5,Transformation Digitale,Y,Aucun,0,3
879,1233,60,M,5220,Divorcé(e),Commercial,Cadre Commercial,0,80,12,11,7,2,4,2,4,2,3,3,Oui,18 %,Non,1,3,1,7,4,Marketing,Y,Occasionnel,1,9
880,1234,32,F,2743,Marié(e),Consulting,Consultant,1,80,2,2,2,3,2,1,2,3,3,4,Non,20 %,Non,1,2,1,13,3,Autre,Y,Frequent,2,2
881,1235,32,F,4998,Célibataire,Consulting,Assistant de Direction,4,80,10,8,7,4,3,2,3,4,3,3,Oui,14 %,Non,0,2,1,2,2,Infra & Cloud,Y,Frequent,0,7
882,1237,36,F,10252,Divorcé(e),Consulting,Tech Lead,2,80,17,7,7,3,1,3,1,3,3,4,Oui,21 %,Non,1,2,1,1,3,Entrepreunariat,Y,Occasionnel,7,7
883,1238,33,M,2781,Marié(e),Consulting,Assistant de Direction,0,80,15,14,10,1,3,1,4,2,3,3,Non,13 %,Non,1,5,1,9,3,Transformation Digitale,Y,Occasionnel,4,10
884,1239,40,F,6852,Divorcé(e),Commercial,Cadre Commercial,7,80,7,5,1,2,2,2,2,2,4,3,Non,12 %,Non,1,2,1,10,3,Entrepreunariat,Y,Occasionnel,1,3
885,1240,25,M,4950,Célibataire,Commercial,Cadre Commercial,0,80,5,4,3,3,3,2,4,2,3,3,Non,14 %,Non,0,4,1,10,4,Infra & Cloud,Y,Occasionnel,1,1
886,1241,30,M,3579,Marié(e),Consulting,Assistant de Direction,0,80,12,11,9,4,3,1,2,1,3,4,Oui,21 %,Non,1,2,1,1,3,Transformation Digitale,Y,Occasionnel,5,7
887,1242,42,F,13191,Marié(e),Consulting,Directeur Technique,3,80,20,1,0,1,3,3,1,3,3,3,Oui,17 %,Non,0,6,1,26,5,Transformation Digitale,Y,Frequent,0,0
888,1243,35,F,10377,Marié(e),Commercial,Cadre Commercial,4,80,16,13,2,3,2,3,4,2,2,3,Oui,11 %,Non,1,6,1,8,2,Marketing,Y,Aucun,4,12
889,1244,27,M,2235,Marié(e),Consulting,Assistant de Direction,1,80,9,9,7,1,3,1,1,4,2,3,Oui,14 %,Non,2,3,1,14,3,Infra & Cloud,Y,Occasionnel,6,8
890,1245,54,F,10502,Divorcé(e),Consulting,Tech Lead,7,80,33,5,4,4,3,3,3,1,1,3,Non,17 %,Non,1,2,1,1,4,Infra & Cloud,Y,Frequent,1,4
891,1246,44,F,2011,Marié(e),Consulting,Assistant de Direction,1,80,10,10,5,1,4,1,4,4,3,3,Non,13 %,Non,1,5,1,2,1,Infra & Cloud,Y,Occasionnel,7,7
892,1248,19,F,1859,Célibataire,Consulting,Assistant de Direction,1,80,1,1,1,1,2,1,2,2,4,4,Oui,25 %,Oui,0,2,1,10,3,Transformation Digitale,Y,Aucun,0,0
893,1249,29,F,3760,Divorcé(e),Consulting,Assistant de Direction,1,80,3,3,2,1,3,1,4,1,3,3,Non,15 %,Non,3,5,1,1,3,Infra & Cloud,Y,Occasionnel,1,2
894,1250,54,M,17779,Marié(e),Consulting,Directeur Technique,3,80,36,10,9,4,3,4,4,1,3,3,Non,14 %,Non,0,2,1,3,3,Infra & Cloud,Y,Occasionnel,0,9
895,1251,31,M,6833,Marié(e),Consulting,Manager,1,80,6,6,5,3,3,2,1,4,2,3,Oui,12 %,Non,0,2,1,11,2,Transformation Digitale,Y,Occasionnel,0,1
896,1252,31,F,6812,Célibataire,Consulting,Manager,1,80,10,10,9,3,2,2,1,2,3,3,Non,19 %,Non,0,2,1,24,3,Transformation Digitale,Y,Occasionnel,1,8
897,1254,59,F,5171,Célibataire,Commercial,Cadre Commercial,5,80,13,6,1,3,2,2,4,4,3,3,Non,17 %,Non,0,2,1,3,3,Infra & Cloud,Y,Occasionnel,0,5
898,1255,43,M,19740,Marié(e),Consulting,Directeur Technique,3,80,25,8,7,3,1,5,4,2,3,3,Non,14 %,Non,1,2,1,3,3,Infra & Cloud,Y,Occasionnel,0,7
899,1256,49,M,18711,Marié(e),Consulting,Senior Manager,2,80,23,1,0,1,2,5,3,3,4,3,Non,13 %,Non,1,2,1,4,2,Transformation Digitale,Y,Occasionnel,0,0
900,1257,36,M,3692,Marié(e),Consulting,Assistant de Direction,1,80,12,11,10,3,3,1,2,3,2,3,Non,12 %,Non,0,2,1,3,3,Entrepreunariat,Y,Frequent,0,7
901,1258,48,M,2559,Célibataire,Consulting,Consultant,5,80,7,1,0,4,4,1,2,3,2,3,Non,11 %,Non,0,4,1,2,2,Entrepreunariat,Y,Occasionnel,0,0
902,1259,27,M,2517,Divorcé(e),Consulting,Assistant de Direction,1,80,5,5,3,1,3,1,3,2,3,3,Non,11 %,Non,3,2,1,4,2,Infra & Cloud,Y,Occasionnel,0,3
903,1260,29,M,6623,Divorcé(e),Consulting,Manager,1,80,6,6,0,3,3,2,4,2,3,3,Oui,11 %,Non,2,2,1,7,3,Infra & Cloud,Y,Occasionnel,1,0
904,1263,48,M,18265,Célibataire,Consulting,Directeur Technique,6,80,25,1,0,4,2,5,4,3,4,3,Non,12 %,Non,0,3,1,1,3,Infra & Cloud,Y,Occasionnel,0,0
905,1264,29,F,16124,Divorcé(e),Consulting,Directeur Technique,3,80,9,7,7,4,2,4,4,2,2,3,Non,14 %,Non,2,2,1,1,3,Infra & Cloud,Y,Occasionnel,1,7
906,1265,34,F,2585,Marié(e),Consulting,Assistant de Direction,0,80,2,1,0,3,4,1,3,4,2,3,Non,17 %,Non,0,5,1,20,3,Entrepreunariat,Y,Occasionnel,0,0
907,1267,44,M,18213,Marié(e),Commercial,Senior Manager,7,80,26,22,9,2,3,5,2,3,3,3,Non,11 %,Non,1,5,1,5,3,Marketing,Y,Occasionnel,3,10
908,1268,33,M,8380,Divorcé(e),Commercial,Cadre Commercial,0,80,10,9,8,4,4,3,3,4,3,3,Oui,14 %,Non,2,3,1,10,5,Marketing,Y,Occasionnel,0,8
909,1269,19,F,2994,Célibataire,Consulting,Assistant de Direction,1,80,1,1,0,2,4,1,4,4,3,3,Oui,12 %,Non,0,2,1,25,3,Infra & Cloud,Y,Occasionnel,0,1
910,1270,23,M,1223,Marié(e),Consulting,Assistant de Direction,1,80,1,1,0,4,3,1,3,4,3,4,Non,22 %,Non,1,2,1,1,2,Infra & Cloud,Y,Occasionnel,0,1
911,1273,25,M,1118,Célibataire,Commercial,Représentant Commercial,1,80,1,1,0,3,1,1,4,4,3,3,Oui,14 %,Oui,0,4,1,24,1,Infra & Cloud,Y,Frequent,1,0
912,1275,26,M,2875,Célibataire,Consulting,Assistant de Direction,1,80,8,8,5,3,3,1,4,2,2,4,Oui,20 %,Non,0,2,1,4,2,Infra & Cloud,Y,Occasionnel,2,2
913,1277,45,F,18824,Célibataire,Commercial,Senior Manager,2,80,26,24,10,1,1,5,2,1,3,3,Oui,16 %,Oui,0,2,1,2,3,Marketing,Y,Occasionnel,1,11
914,1278,55,M,13577,Divorcé(e),Consulting,Manager,1,80,34,33,9,4,2,4,2,4,3,3,Oui,15 %,Non,1,3,1,8,1,Transformation Digitale,Y,Aucun,15,0
915,1279,21,F,2625,Célibataire,Consulting,Consultant,1,80,2,2,2,1,2,1,3,3,1,4,Non,20 %,Oui,0,2,1,10,2,Infra & Cloud,Y,Frequent,2,2
916,1280,46,F,18789,Marié(e),Commercial,Senior Manager,2,80,26,11,4,4,2,5,2,3,3,3,Non,14 %,Non,1,2,1,4,2,Marketing,Y,Occasionnel,0,8
917,1281,34,F,4538,Célibataire,Commercial,Cadre Commercial,0,80,4,3,2,3,3,2,1,4,3,3,Oui,12 %,Non,0,3,1,2,3,Marketing,Y,Occasionnel,0,2
918,1282,51,M,19847,Divorcé(e),Commercial,Senior Manager,4,80,31,29,10,4,3,5,2,1,2,4,Oui,24 %,Non,1,5,1,9,3,Infra & Cloud,Y,Frequent,11,10
919,1283,59,M,10512,Célibataire,Consulting,Tech Lead,6,80,25,9,7,4,3,3,4,4,2,3,Non,12 %,Non,0,6,1,18,4,Transformation Digitale,Y,Occasionnel,5,4
920,1285,34,F,4444,Divorcé(e),Consulting,Consultant,4,80,15,11,8,3,3,2,2,3,4,3,Non,13 %,Non,2,2,1,19,3,Transformation Digitale,Y,Frequent,5,10
921,1286,28,M,2154,Célibataire,Consulting,Consultant,0,80,5,4,2,4,3,1,3,3,2,3,Oui,11 %,Non,0,2,1,1,4,Transformation Digitale,Y,Frequent,0,2
922,1288,44,M,19190,Divorcé(e),Consulting,Senior Manager,1,80,26,25,9,3,4,5,1,4,2,3,Non,14 %,Non,2,4,1,4,2,Infra & Cloud,Y,Occasionnel,14,13
923,1289,34,M,4490,Marié(e),Ressources Humaines,Ressources Humaines,4,80,14,10,9,3,2,2,2,4,4,3,Non,11 %,Non,2,5,1,11,3,Infra & Cloud,Y,Frequent,1,8
924,1291,35,M,3506,Marié(e),Consulting,Assistant de Direction,0,80,4,3,2,3,3,1,3,4,3,3,Oui,14 %,Non,0,3,1,6,1,Infra & Cloud,Y,Occasionnel,2,2
925,1292,42,F,2372,Marié(e),Consulting,Assistant de Direction,6,80,18,1,0,2,4,2,2,4,3,3,Oui,16 %,Non,0,2,1,7,4,Transformation Digitale,Y,Occasionnel,0,0
926,1293,43,F,10231,Célibataire,Commercial,Cadre Commercial,3,80,23,21,7,4,2,3,4,4,4,3,Non,14 %,Non,0,3,1,4,4,Marketing,Y,Occasionnel,15,17
927,1294,36,F,5410,Célibataire,Consulting,Tech Lead,9,80,18,16,14,3,3,2,2,4,3,3,Oui,11 %,Non,0,2,1,2,4,Infra & Cloud,Y,Occasionnel,5,12
928,1295,44,F,7978,Marié(e),Consulting,Manager,1,80,10,10,7,1,3,3,4,4,3,3,Non,11 %,Oui,1,2,1,15,3,Transformation Digitale,Y,Occasionnel,0,5
929,1296,28,M,3867,Marié(e),Consulting,Consultant,1,80,2,2,2,4,2,1,4,2,3,3,Oui,12 %,Non,1,2,1,2,3,Infra & Cloud,Y,Frequent,2,2
930,1297,51,F,2838,Célibataire,Consulting,Consultant,0,80,8,7,0,2,2,1,3,2,2,3,Non,14 %,Non,0,6,1,6,2,Transformation Digitale,Y,Frequent,7,7
931,1298,30,F,4695,Célibataire,Consulting,Tech Lead,7,80,10,8,4,3,3,2,3,3,3,3,Oui,18 %,Non,0,3,1,9,2,Transformation Digitale,Y,Aucun,1,7
932,1299,29,F,3339,Divorcé(e),Consulting,Consultant,3,80,10,7,7,2,3,1,3,1,3,3,Oui,13 %,Oui,2,2,1,7,3,Entrepreunariat,Y,Occasionnel,7,7
933,1301,28,M,2080,Célibataire,Consulting,Assistant de Direction,2,80,5,3,2,4,3,1,1,2,2,3,Non,11 %,Non,0,2,1,1,3,Entrepreunariat,Y,Occasionnel,1,2
934,1303,25,F,2096,Célibataire,Consulting,Assistant de Direction,1,80,2,2,2,4,3,1,2,4,2,3,Non,18 %,Non,0,3,1,1,3,Transformation Digitale,Y,Occasionnel,2,1
935,1304,32,M,6209,Marié(e),Commercial,Cadre Commercial,1,80,10,10,7,3,4,2,4,3,4,3,Non,15 %,Non,2,4,1,8,3,Transformation Digitale,Y,Occasionnel,0,8
936,1306,45,F,18061,Célibataire,Consulting,Senior Manager,3,80,22,0,0,2,3,5,2,3,3,4,Non,22 %,Non,0,4,1,25,3,Transformation Digitale,Y,Frequent,0,0
937,1307,39,F,17123,Divorcé(e),Consulting,Senior Manager,6,80,21,19,9,3,2,4,2,4,3,3,Oui,13 %,Non,2,4,1,13,4,Transformation Digitale,Y,Occasionnel,15,2
938,1308,58,M,2372,Divorcé(e),Consulting,Assistant de Direction,1,80,2,2,2,1,3,1,3,4,3,3,Non,12 %,Non,2,3,1,23,4,Infra & Cloud,Y,Occasionnel,2,2
939,1309,32,M,4883,Marié(e),Consulting,Consultant,1,80,10,10,4,4,3,2,3,1,3,3,Non,18 %,Oui,1,3,1,7,2,Infra & Cloud,Y,Occasionnel,1,1
940,1310,39,M,3904,Célibataire,Consulting,Assistant de Direction,0,80,6,5,2,3,3,1,1,1,3,3,Non,13 %,Oui,0,2,1,23,3,Transformation Digitale,Y,Occasionnel,0,3
941,1311,30,F,4627,Marié(e),Consulting,Consultant,0,80,10,9,2,1,2,2,4,1,3,3,Non,12 %,Non,1,6,1,6,3,Entrepreunariat,Y,Occasionnel,6,7
942,1312,36,F,7094,Marié(e),Consulting,Manager,3,80,10,7,7,4,3,3,3,1,3,3,Non,12 %,Non,0,0,1,10,4,Entrepreunariat,Y,Occasionnel,1,7
943,1314,46,F,3423,Célibataire,Ressources Humaines,Ressources Humaines,6,80,10,7,6,4,3,1,1,3,4,3,Non,12 %,Non,0,3,1,1,2,Infra & Cloud,Y,Occasionnel,5,7
944,1315,28,F,6674,Marié(e),Consulting,Consultant,0,80,10,9,8,3,1,2,4,1,3,3,Non,11 %,Non,3,6,1,1,3,Infra & Cloud,Y,Aucun,7,5
945,1317,50,F,16880,Marié(e),Consulting,Directeur Technique,4,80,25,3,2,4,3,4,1,2,3,3,Oui,11 %,Non,0,2,1,28,3,Infra & Cloud,Y,Occasionnel,1,2
946,1318,40,M,9094,Célibataire,Commercial,Cadre Commercial,2,80,9,5,4,4,2,3,2,3,3,3,Oui,12 %,Oui,0,2,1,25,4,Marketing,Y,Occasionnel,1,0
947,1319,52,M,8446,Célibataire,Commercial,Cadre Commercial,9,80,10,8,7,2,3,3,2,3,2,3,Oui,19 %,Oui,0,2,1,5,3,Infra & Cloud,Y,Occasionnel,7,7
948,1321,30,F,11916,Marié(e),Consulting,Senior Manager,1,80,9,9,1,2,3,3,1,4,3,4,Oui,23 %,Non,2,2,1,17,4,Transformation Digitale,Y,Occasionnel,0,8
949,1322,39,M,4534,Célibataire,Consulting,Tech Lead,0,80,9,8,7,1,3,2,3,1,3,3,Non,11 %,Non,0,6,1,18,2,Infra & Cloud,Y,Occasionnel,1,7
950,1324,31,F,9852,Divorcé(e),Commercial,Cadre Commercial,1,80,10,10,8,4,3,3,3,1,2,3,Oui,19 %,Non,1,5,1,2,4,Infra & Cloud,Y,Aucun,9,6
951,1329,41,M,6151,Célibataire,Commercial,Cadre Commercial,1,80,19,19,2,3,1,2,2,1,3,3,Non,13 %,Non,0,4,1,10,2,Transformation Digitale,Y,Aucun,11,9
952,1331,31,F,2302,Célibataire,Commercial,Représentant Commercial,1,80,3,3,2,4,3,1,2,1,4,3,Oui,11 %,Oui,0,2,1,1,3,Infra & Cloud,Y,Frequent,2,2
953,1333,44,M,2362,Marié(e),Consulting,Consultant,4,80,10,3,2,1,3,1,1,3,4,3,Non,12 %,Oui,0,4,1,3,3,Infra & Cloud,Y,Occasionnel,1,2
954,1334,42,M,17861,Marié(e),Consulting,Senior Manager,0,80,21,20,8,3,3,4,3,4,2,3,Oui,13 %,Non,0,3,1,2,1,Infra & Cloud,Y,Aucun,2,10
955,1336,55,F,19187,Marié(e),Consulting,Senior Manager,4,80,23,19,9,4,1,5,3,4,3,3,Non,14 %,Non,1,5,1,2,2,Transformation Digitale,Y,Occasionnel,9,11
956,1338,56,M,19717,Célibataire,Ressources Humaines,Senior Manager,6,80,36,7,3,4,3,5,2,1,3,3,Non,14 %,Non,0,4,1,8,4,Infra & Cloud,Y,Occasionnel,7,7
957,1340,40,M,3544,Divorcé(e),Consulting,Assistant de Direction,9,80,6,4,2,3,3,1,3,2,3,3,Non,16 %,Non,1,0,1,16,2,Infra & Cloud,Y,Aucun,0,0
958,1344,34,M,8500,Divorcé(e),Consulting,Manager,0,80,10,9,7,4,3,3,4,4,2,3,Non,11 %,Non,1,0,1,9,3,Infra & Cloud,Y,Occasionnel,1,6
959,1346,40,M,4661,Célibataire,Consulting,Assistant de Direction,1,80,9,9,8,3,3,2,4,3,3,3,Non,13 %,Non,0,4,1,2,3,Infra & Cloud,Y,Occasionnel,8,8
960,1349,41,F,4103,Divorcé(e),Commercial,Cadre Commercial,0,80,10,9,3,3,3,2,1,4,3,3,Non,17 %,Non,1,2,1,1,3,Marketing,Y,Frequent,1,7
961,1350,35,M,4249,Célibataire,Consulting,Assistant de Direction,1,80,9,9,6,3,3,2,3,2,3,3,Oui,11 %,Non,0,3,1,4,4,Infra & Cloud,Y,Frequent,1,1
962,1352,51,M,14026,Divorcé(e),Ressources Humaines,Senior Manager,1,80,33,33,9,3,3,4,2,2,3,3,Oui,11 %,Non,1,2,1,5,3,Infra & Cloud,Y,Occasionnel,0,10
963,1355,38,F,6893,Divorcé(e),Commercial,Cadre Commercial,3,80,11,7,7,2,3,2,1,4,3,3,Non,15 %,Non,1,3,1,2,2,Infra & Cloud,Y,Occasionnel,1,7
964,1356,34,F,6125,Célibataire,Commercial,Cadre Commercial,1,80,10,10,8,3,3,2,1,4,4,3,Non,12 %,Non,0,6,1,15,2,Transformation Digitale,Y,Occasionnel,9,6
965,1358,25,M,3669,Marié(e),Consulting,Consultant,3,80,7,3,2,4,3,1,4,3,2,3,Non,11 %,Non,3,6,1,19,1,Transformation Digitale,Y,Occasionnel,1,2
966,1360,58,F,10008,Marié(e),Consulting,Tech Lead,7,80,31,10,9,3,2,3,1,4,2,3,Oui,14 %,Oui,0,0,1,7,4,Transformation Digitale,Y,Occasionnel,5,9
967,1361,40,M,2387,Marié(e),Consulting,Consultant,3,80,7,4,2,2,3,1,2,3,3,4,Non,22 %,Non,1,3,1,1,4,Infra & Cloud,Y,Occasionnel,0,3
968,1362,36,F,4639,Marié(e),Commercial,Cadre Commercial,2,80,17,15,7,1,4,2,1,4,2,3,Non,16 %,Non,1,2,1,7,3,Marketing,Y,Frequent,6,13
969,1363,48,M,7898,Célibataire,Consulting,Tech Lead,1,80,11,10,9,4,3,3,4,3,3,3,Non,11 %,Non,0,2,1,4,3,Infra & Cloud,Y,Occasionnel,0,8
970,1364,27,F,2534,Marié(e),Commercial,Représentant Commercial,8,80,5,1,0,3,4,1,4,2,3,3,Non,14 %,Non,1,4,1,11,3,Transformation Digitale,Y,Occasionnel,0,0
971,1367,51,F,13142,Célibataire,Consulting,Tech Lead,3,80,29,5,2,4,2,4,2,2,2,3,Non,16 %,Non,0,1,1,11,2,Entrepreunariat,Y,Occasionnel,0,3
972,1368,18,F,1611,Célibataire,Consulting,Consultant,1,80,0,0,0,4,3,1,4,3,4,3,Non,15 %,Non,0,5,1,1,3,Infra & Cloud,Y,Aucun,0,0
973,1369,35,F,5363,Marié(e),Consulting,Consultant,0,80,10,9,7,4,2,2,4,2,3,3,Non,12 %,Non,1,0,1,1,3,Transformation Digitale,Y,Occasionnel,0,0
974,1371,27,M,5071,Célibataire,Commercial,Cadre Commercial,3,80,8,6,2,4,1,2,4,2,3,4,Non,20 %,Non,0,3,1,2,1,Infra & Cloud,Y,Frequent,0,0
975,1372,55,M,13695,Célibataire,Commercial,Cadre Commercial,6,80,24,19,7,1,4,4,3,3,2,3,Oui,17 %,Oui,0,2,1,13,4,Marketing,Y,Occasionnel,3,8
976,1373,56,M,13402,Marié(e),Consulting,Tech Lead,4,80,33,19,16,4,3,4,2,1,3,3,Oui,12 %,Non,1,0,1,23,3,Infra & Cloud,Y,Occasionnel,15,9
977,1374,34,F,2029,Divorcé(e),Consulting,Assistant de Direction,1,80,5,5,4,1,2,1,3,3,3,4,Non,20 %,Non,3,2,1,26,1,Entrepreunariat,Y,Aucun,0,0
978,1375,40,F,6377,Divorcé(e),Consulting,Manager,5,80,15,12,11,2,4,2,3,2,3,4,Non,20 %,Non,3,0,1,2,1,Transformation Digitale,Y,Occasionnel,11,8
979,1377,34,M,5429,Marié(e),Consulting,Consultant,4,80,10,8,7,2,3,2,3,1,3,3,Non,13 %,Non,2,1,1,29,3,Transformation Digitale,Y,Occasionnel,7,7
980,1379,31,F,2785,Célibataire,Commercial,Représentant Commercial,7,80,3,1,0,3,2,1,4,3,4,3,Non,14 %,Oui,0,3,1,2,3,Infra & Cloud,Y,Frequent,0,0
981,1380,35,F,4614,Marié(e),Commercial,Cadre Commercial,0,80,5,4,2,4,3,2,3,3,2,3,Oui,18 %,Oui,1,0,1,18,4,Marketing,Y,Frequent,3,2
982,1382,38,M,2610,Divorcé(e),Consulting,Assistant de Direction,1,80,4,4,2,4,4,1,3,4,3,3,Non,11 %,Non,3,2,1,7,3,Infra & Cloud,Y,Frequent,0,3
983,1383,34,F,6687,Célibataire,Consulting,Manager,1,80,14,14,11,3,3,2,4,4,4,3,Non,11 %,Non,0,2,1,2,4,Entrepreunariat,Y,Occasionnel,4,11
984,1387,28,M,4724,Marié(e),Commercial,Cadre Commercial,1,80,5,5,3,3,2,2,1,3,3,3,Non,11 %,Non,1,0,1,26,3,Infra & Cloud,Y,Occasionnel,0,4
985,1389,31,M,6179,Marié(e),Consulting,Tech Lead,1,80,10,10,2,4,3,2,3,4,2,3,Oui,15 %,Oui,2,3,1,22,4,Transformation Digitale,Y,Occasionnel,6,7
986,1390,39,M,6120,Marié(e),Commercial,Cadre Commercial,3,80,8,5,4,1,2,2,4,4,4,3,Oui,12 %,Non,2,2,1,21,4,Infra & Cloud,Y,Occasionnel,1,4
987,1391,51,M,10596,Marié(e),Commercial,Cadre Commercial,2,80,14,4,2,2,3,3,2,2,3,3,Non,11 %,Non,0,5,1,2,3,Marketing,Y,Frequent,3,2
988,1392,41,F,5467,Divorcé(e),Consulting,Assistant de Direction,3,80,12,6,2,4,3,2,4,1,2,3,Oui,14 %,Non,2,4,1,22,3,Infra & Cloud,Y,Frequent,3,3
989,1394,37,M,2996,Marié(e),Consulting,Assistant de Direction,7,80,8,6,4,3,3,1,3,4,3,3,Oui,15 %,Non,0,2,1,4,1,Infra & Cloud,Y,Occasionnel,1,3
990,1395,33,M,9998,Marié(e),Commercial,Cadre Commercial,6,80,8,5,4,2,3,2,4,1,4,3,Non,13 %,Non,0,2,1,5,1,Infra & Cloud,Y,Frequent,1,2
991,1396,32,M,4078,Marié(e),Commercial,Cadre Commercial,0,80,4,3,2,3,3,2,2,1,2,3,Oui,13 %,Non,3,3,1,2,1,Marketing,Y,Occasionnel,1,2
992,1397,39,M,10920,Marié(e),Consulting,Manager,3,80,13,6,4,3,3,3,3,2,3,4,Non,21 %,Non,1,2,1,25,2,Infra & Cloud,Y,Aucun,0,5
993,1399,25,M,6232,Marié(e),Commercial,Cadre Commercial,2,80,6,3,2,1,4,2,3,2,2,3,Non,11 %,Non,0,3,1,18,1,Infra & Cloud,Y,Occasionnel,1,2
994,1401,52,F,13247,Marié(e),Consulting,Tech Lead,2,80,24,5,3,4,4,4,3,2,2,3,Oui,11 %,Non,1,3,1,28,2,Transformation Digitale,Y,Frequent,0,2
995,1402,43,F,4081,Célibataire,Consulting,Assistant de Direction,1,80,20,20,7,1,2,2,3,1,1,3,Oui,14 %,Non,0,3,1,6,3,Transformation Digitale,Y,Occasionnel,1,8
